"sender","receiver","lr_pair","score","sign","sender_name","receiver_name"
5,7,7,0.0101867510806452,1,"Treg","Endo"
5,8,7,0.00944547067585714,1,"Treg","CAF"
5,9,7,0.0177967178153235,1,"Treg","NK"
6,1,7,0.0230783793797654,1,"Macrophage","Tumor"
6,2,7,0.447933029584521,1,"Macrophage","CD8"
6,3,7,0.684939993501979,1,"Macrophage","CD4conv"
6,4,7,0.0362885954914788,1,"Macrophage","Bcell"
6,5,7,0.767961824068219,1,"Macrophage","Treg"
6,6,7,0.1497103132865,1,"Macrophage","Macrophage"
6,7,7,0.0145409175548929,1,"Macrophage","Endo"
6,8,7,0.0134827885041537,1,"Macrophage","CAF"
